"","Author","Functions","n"
"2500","daattali","pt",2
"2501","daattali","put_object",2
"2502","daattali","pvclust",2
"2503","daattali","pvrect",2
"2504","daattali","qplot",2
"2505","daattali","quantile",2
"2506","daattali","range",2
"2507","daattali","rbind",4
"2508","daattali","reactive",4
"2509","daattali","reactiveValues",2
"2510","daattali","read.csv",6
"2511","daattali","read.table",14
"2512","daattali","read_html",4
"2513","daattali","readBin",2
"2514","daattali","readRDS",10
"2515","daattali","recode",2
"2516","daattali","rect.hclust",2
"2517","daattali","redblue",2
"2518","daattali","relevel",2
"2519","daattali","renderDataTable",4
"2520","daattali","renderPlot",2
"2521","daattali","renderPlotly",2
"2522","daattali","renderUI",4
"2523","daattali","rep",14
"2524","daattali","repository",4
"2525","daattali","req",2
"2526","daattali","requireNamespace",4
"2527","daattali","return",20
"2528","daattali","rnorm",4
"2529","daattali","rotateTextX",2
"2530","daattali","round",10
"2531","daattali","row.names",6
"2532","daattali","rowMeans",4
"2533","daattali","rownames",20
"2534","daattali","rowSums",2
"2535","daattali","rpois",2
"2536","daattali","sample",8
"2537","daattali","sapply",6
"2538","daattali","save",2
"2539","daattali","saveData",2
"2540","daattali","scale",2
"2541","daattali","scale_colour_manual",2
"2542","daattali","scale_fill_brewer",2
"2543","daattali","scale_fill_gradient",2
"2544","daattali","scale_fill_gradient2",2
"2545","daattali","scale_fill_manual",2
"2546","daattali","scale_x_continuous",2
"2547","daattali","scale_x_date",2
"2548","daattali","scale_x_datetime",2
"2549","daattali","scale_x_discrete",2
"2550","daattali","scale_y_continuous",2
"2551","daattali","scale_y_date",2
"2552","daattali","scale_y_datetime",2
"2553","daattali","scaleFun",2
"2554","daattali","scaleIntervals",2
"2555","daattali","scaleToInt",2
"2556","daattali","select",2
"2557","daattali","selectInput",6
"2558","daattali","sendCustomMessage",2
"2559","daattali","seq",4
"2560","daattali","seq_along",2
"2561","daattali","seq_len",2
"2562","daattali","set.seed",8
"2563","daattali","shinyApp",6
"2564","daattali","shinyFunc",2
"2565","daattali","shinyServer",2
"2566","daattali","shinyUI",2
"2567","daattali","show",8
"2568","daattali","sizeFactors",2
"2569","daattali","sliderInput",2
"2570","daattali","sort",4
"2571","daattali","source",4
"2572","daattali","span",6
"2573","daattali","sprintf",14
"2574","daattali","SQLite",2
"2575","daattali","sqrt",4
"2576","daattali","stack",2
"2577","daattali","stat_binhex",2
"2578","daattali","stat_density",2
"2579","daattali","stat_density2d",4
"2580","daattali","stat_smooth",2
"2581","daattali","stat_summary",4
"2582","daattali","stop",8
"2583","daattali","stopifnot",6
"2584","daattali","str",16
"2585","daattali","strftime",2
"2586","daattali","stripplot",4
"2587","daattali","strong",4
"2588","daattali","strptime",4
"2589","daattali","strsplit",4
"2590","daattali","sub",8
"2591","daattali","subset",14
"2592","daattali","sum",8
"2593","daattali","summarize",6
"2594","daattali","summary",10
"2595","daattali","svm",2
"2596","daattali","Sys.Date",2
"2597","daattali","Sys.time",4
"2598","daattali","system.time",2
"2599","daattali","t",18
"2600","daattali","t.test",4
"2601","daattali","table",8
"2602","daattali","tabPanel",8
"2603","daattali","tabsetPanel",4
"2604","daattali","tagAppendAttributes",2
"2605","daattali","tagList",4
"2606","daattali","tail",2
"2607","daattali","talks_data_filtered",2
"2608","daattali","tapply",2
"2609","daattali","tempdir",2
"2610","daattali","teval",2
"2611","daattali","textInput",4
"2612","daattali","theme",10
"2613","daattali","theme_bw",6
"2614","daattali","theme_minimal",2
"2615","daattali","tibble",4
"2616","daattali","toggle",4
"2617","daattali","toggleState",2
"2618","daattali","tolower",2
"2619","daattali","toplist",2
"2620","daattali","topTable",8
"2621","daattali","topTags",2
"2622","daattali","trimNAs",2
"2623","daattali","tryCatch",6
"2624","daattali","uiOutput",8
"2625","daattali","ul",2
"2626","daattali","unclass",2
"2627","daattali","ungroup",2
"2628","daattali","unique",8
"2629","daattali","unlist",12
"2630","daattali","unname",2
"2631","daattali","updateableInput",2
"2632","daattali","updateNumericInput",2
"2633","daattali","updateShinyInput",2
"2634","daattali","updateTabsetPanel",2
"2635","daattali","updateTextInput",2
"2636","daattali","useShinyjs",6
"2637","daattali","validate",4
"2638","daattali","validateData",2
"2639","daattali","validateStudentNum",2
"2640","daattali","vapply",2
"2641","daattali","var",2
"2642","daattali","vcov",2
"2643","daattali","vennDiagram",2
"2644","daattali","voom",2
"2645","daattali","weekdays",2
"2646","daattali","which",10
"2647","daattali","with",10
"2648","daattali","write.csv",12
"2649","daattali","xlab",10
"2650","daattali","ylab",10
"2651","dashee87","a",4
"2652","dashee87","actionButton",2
"2653","dashee87","any",2
"2654","dashee87","arrange_",4
"2655","dashee87","box",2
"2656","dashee87","br",2
"2657","dashee87","bsButton",2
"2658","dashee87","c",4
"2659","dashee87","ceiling",2
"2660","dashee87","checkboxInput",2
"2661","dashee87","class",2
"2662","dashee87","colnames",2
"2663","dashee87","column",2
"2664","dashee87","cudist",2
"2665","dashee87","cumultplotly",2
"2666","dashee87","dashboardBody",2
"2667","dashee87","dashboardHeader",2
"2668","dashee87","dashboardPage",2
"2669","dashee87","dashboardSidebar",2
"2670","dashee87","data.frame",2
"2671","dashee87","datatable",2
"2672","dashee87","dataTableOutput",2
"2673","dashee87","density",2
"2674","dashee87","densityplotly",2
"2675","dashee87","ecdf",2
"2676","dashee87","eval",4
"2677","dashee87","eventReactive",2
"2678","dashee87","floor",2
"2679","dashee87","fluidRow",2
"2680","dashee87","format_axis",2
"2681","dashee87","grepl",2
"2682","dashee87","gsub",2
"2683","dashee87","head",2
"2684","dashee87","helpText",2
"2685","dashee87","icon",2
"2686","dashee87","installed.packages",2
"2687","dashee87","is.character",2
"2688","dashee87","is.data.frame",2
"2689","dashee87","is.null",4
"2690","dashee87","isolate",2
"2691","dashee87","label",2
"2692","dashee87","lapply",4
"2693","dashee87","layout",2
"2694","dashee87","length",2
"2695","dashee87","link",2
"2696","dashee87","list",2
"2697","dashee87","login",2
"2698","dashee87","max",2
"2699","dashee87","min",2
"2700","dashee87","names",2
"2701","dashee87","need",2
"2702","dashee87","nrow",2
"2703","dashee87","observe",2
"2704","dashee87","observeEvent",2
"2705","dashee87","odbcClose",2
"2706","dashee87","odbcConnect",2
"2707","dashee87","odbcDriverConnect",2
"2708","dashee87","onSessionEnded",2
"2709","dashee87","options",2
"2710","dashee87","parse",4
"2711","dashee87","passwordInput",2
"2712","dashee87","paste",2
"2713","dashee87","paste0",4
"2714","dashee87","plot.data",2
"2715","dashee87","plot_ly",4
"2716","dashee87","plotlyOutput",2
"2717","dashee87","print",2
"2718","dashee87","radioButtons",2
"2719","dashee87","reactiveValues",2
"2720","dashee87","renderDataTable",2
"2721","dashee87","renderPlotly",2
"2722","dashee87","renderUI",2
"2723","dashee87","rep",2
"2724","dashee87","require",2
"2725","dashee87","return",2
"2726","dashee87","sapply",2
"2727","dashee87","selectInput",2
"2728","dashee87","sendInputMessage",2
"2729","dashee87","seq",2
"2730","dashee87","shinyApp",2
"2731","dashee87","sliderInput",2
"2732","dashee87","source",2
"2733","dashee87","sqldata",2
"2734","dashee87","sqlQuery",2
"2735","dashee87","stop",2
"2736","dashee87","style",2
"2737","dashee87","switch",2
"2738","dashee87","tabBox",2
"2739","dashee87","tabPanel",2
"2740","dashee87","tagList",2
"2741","dashee87","tapply",2
"2742","dashee87","textarea",2
"2743","dashee87","textInput",2
"2744","dashee87","tolower",2
"2745","dashee87","tryCatch",2
"2746","dashee87","uiOutput",2
"2747","dashee87","unlist",2
"2748","dashee87","updateButton",2
"2749","dashee87","updateTextInput",2
"2750","dashee87","validate",2
"2751","dashee87","with",2
"2752","dashee87","withProgress",2
"2753","dgrtwo","abs",2
"2754","dgrtwo","add.data.frame",2
"2755","dgrtwo","add_axis",4
"2756","dgrtwo","add_data",2
"2757","dgrtwo","add_tooltip",2
"2758","dgrtwo","aes",8
"2759","dgrtwo","all",2
"2760","dgrtwo","apply",2
"2761","dgrtwo","approx",2
"2762","dgrtwo","arrange",2
"2763","dgrtwo","arrangeGrob",2
"2764","dgrtwo","as.character",4
"2765","dgrtwo","as.data.frame",2
"2766","dgrtwo","as.Date",4
"2767","dgrtwo","as.factor",2
"2768","dgrtwo","as.list",2
"2769","dgrtwo","as.matrix",2
"2770","dgrtwo","as.numeric",2
"2771","dgrtwo","as.POSIXct",2
"2772","dgrtwo","as.yaml",2
"2773","dgrtwo","axis_props",2
"2774","dgrtwo","bind_shiny",4
"2775","dgrtwo","blue2yellow",2
"2776","dgrtwo","bootstrapPage",2
"2777","dgrtwo","c",10
"2778","dgrtwo","calcNormFactors",2
"2779","dgrtwo","cbind",2
"2780","dgrtwo","colnames",2
"2781","dgrtwo","colSums",4
"2782","dgrtwo","combine.counts",2
"2783","dgrtwo","combn",2
"2784","dgrtwo","compact",2
"2785","dgrtwo","content",4
"2786","dgrtwo","cor",2
"2787","dgrtwo","count",2
"2788","dgrtwo","cran_downloads0",2
"2789","dgrtwo","cumsum",2
"2790","dgrtwo","data.frame",4
"2791","dgrtwo","data.table",2
"2792","dgrtwo","DGEList",2
"2793","dgrtwo","diff",2
"2794","dgrtwo","differential.abundance",2
"2795","dgrtwo","dir.create",2
"2796","dgrtwo","do.call",2
"2797","dgrtwo","downloads",2
"2798","dgrtwo","droplevels",2
"2799","dgrtwo","duplicated",2
"2800","dgrtwo","eigenR2",2
"2801","dgrtwo","element_text",4
"2802","dgrtwo","estimateCommonDisp",2
"2803","dgrtwo","estimateDispersions",2
"2804","dgrtwo","estimateSizeFactors",2
"2805","dgrtwo","estimateSizeFactorsForMatrix",2
"2806","dgrtwo","estimateTagwiseDisp",2
"2807","dgrtwo","exactTest",2
"2808","dgrtwo","exp",2
"2809","dgrtwo","facet_wrap",2
"2810","dgrtwo","factor",2
"2811","dgrtwo","failwith",2
"2812","dgrtwo","fileInput",2
"2813","dgrtwo","filter",12
"2814","dgrtwo","Filter",2
"2815","dgrtwo","filter.counts",2
"2816","dgrtwo","fluidPage",8
"2817","dgrtwo","format",4
"2818","dgrtwo","fromJSON",2
"2819","dgrtwo","funs",2
"2820","dgrtwo","g_legend",2
"2821","dgrtwo","GeneSetCollection",2
"2822","dgrtwo","geom_bar",2
"2823","dgrtwo","geom_histogram",2
"2824","dgrtwo","geom_hline",2
"2825","dgrtwo","geom_line",4
"2826","dgrtwo","geom_path",2
"2827","dgrtwo","geom_point",4
"2828","dgrtwo","geom_vline",2
"2829","dgrtwo","GET",4
"2830","dgrtwo","get_initial_release_date",2
"2831","dgrtwo","getLibsizes",2
"2832","dgrtwo","getLikelihoods.NB",2
"2833","dgrtwo","getPriors.NB",2
"2834","dgrtwo","ggplot",8
"2835","dgrtwo","ggplot_build",2
"2836","dgrtwo","ggplot_gtable",2
"2837","dgrtwo","ggvis",4
"2838","dgrtwo","ggvisOutput",4
"2839","dgrtwo","GOAllFrame",2
"2840","dgrtwo","GOCollection",2
"2841","dgrtwo","GOFrame",2
"2842","dgrtwo","grid.arrange",2
"2843","dgrtwo","group_by",8
"2844","dgrtwo","heatmap.2",2
"2845","dgrtwo","hide_legend",2
"2846","dgrtwo","HTML",10
"2847","dgrtwo","ifelse",4
"2848","dgrtwo","includeHTML",2
"2849","dgrtwo","inner_join",2
"2850","dgrtwo","input",2
"2851","dgrtwo","intersect",2
"2852","dgrtwo","is.na",6
"2853","dgrtwo","is.null",8
"2854","dgrtwo","json",2
"2855","dgrtwo","knit",2
"2856","dgrtwo","lapply",4
"2857","dgrtwo","layer_lines",2
"2858","dgrtwo","layer_paths",2
"2859","dgrtwo","layer_points",2
"2860","dgrtwo","layer_text",2
"2861","dgrtwo","ldply",2
"2862","dgrtwo","left_join",2
"2863","dgrtwo","length",6
"2864","dgrtwo","levels",2
"2865","dgrtwo","library",26
"2866","dgrtwo","linked_brush",2
"2867","dgrtwo","list",8
"2868","dgrtwo","load",10
"2869","dgrtwo","log",2
"2870","dgrtwo","log2",2
"2871","dgrtwo","mainPanel",8
"2872","dgrtwo","max",2
"2873","dgrtwo","mean",2
"2874","dgrtwo","melt",4
"2875","dgrtwo","min",2
"2876","dgrtwo","model.matrix",2
"2877","dgrtwo","mutate",6
"2878","dgrtwo","mutate_each",2
"2879","dgrtwo","n",2
"2880","dgrtwo","names",6
"2881","dgrtwo","nbinomTest",2
"2882","dgrtwo","ncol",2
"2883","dgrtwo","NCOL",2
"2884","dgrtwo","new",2
"2885","dgrtwo","newCountDataSet",2
"2886","dgrtwo","nrow",4
"2887","dgrtwo","NROW",2
"2888","dgrtwo","observe",2
"2889","dgrtwo","options",2
"2890","dgrtwo","order",2
"2891","dgrtwo","par",2
"2892","dgrtwo","parseQueryString",2
"2893","dgrtwo","paste",10
"2894","dgrtwo","paste0",6
"2895","dgrtwo","percents.explained",2
"2896","dgrtwo","plotMeanVar",2
"2897","dgrtwo","plotOutput",6
"2898","dgrtwo","predict",2
"2899","dgrtwo","predict.spline",2
"2900","dgrtwo","print",4
"2901","dgrtwo","qplot",2
"2902","dgrtwo","quantile",2
"2903","dgrtwo","query_StackOverflow",2
"2904","dgrtwo","qvalue",2
"2905","dgrtwo","radioButtons",2
"2906","dgrtwo","rank",2
"2907","dgrtwo","reactive",6
"2908","dgrtwo","read.table",2
"2909","dgrtwo","read_csv",2
"2910","dgrtwo","readLines",2
"2911","dgrtwo","relevel",2
"2912","dgrtwo","rename",6
"2913","dgrtwo","renderPlot",6
"2914","dgrtwo","renderSimpleNetwork",2
"2915","dgrtwo","reorder",2
"2916","dgrtwo","rep",2
"2917","dgrtwo","replace_na",2
"2918","dgrtwo","representation",2
"2919","dgrtwo","require",2
"2920","dgrtwo","return",6
"2921","dgrtwo","reverseloglog_trans",2
"2922","dgrtwo","rollapply",2
"2923","dgrtwo","rownames",2
"2924","dgrtwo","rowSums",4
"2925","dgrtwo","sample",2
"2926","dgrtwo","sapply",2
"2927","dgrtwo","save",4
"2928","dgrtwo","scale_colour_discrete",2
"2929","dgrtwo","scale_colour_manual",2
"2930","dgrtwo","scale_linetype_manual",2
"2931","dgrtwo","scale_x_continuous",2
"2932","dgrtwo","scale_x_log10",2
"2933","dgrtwo","scale_y_continuous",4
"2934","dgrtwo","select",2
"2935","dgrtwo","selected",2
"2936","dgrtwo","selectInput",4
"2937","dgrtwo","sendCustomMessage",2
"2938","dgrtwo","seq",2
"2939","dgrtwo","seq_len",2
"2940","dgrtwo","setClass",2
"2941","dgrtwo","setGeneric",2
"2942","dgrtwo","setMethod",2
"2943","dgrtwo","shinyServer",10
"2944","dgrtwo","shinyUI",10
"2945","dgrtwo","sidebarLayout",8
"2946","dgrtwo","sidebarPanel",8
"2947","dgrtwo","simpleNetwork",2
"2948","dgrtwo","simpleNetworkOutput",2
"2949","dgrtwo","sliderInput",4
"2950","dgrtwo","smooth.spline",2
"2951","dgrtwo","sort",2
"2952","dgrtwo","standardGeneric",2
"2953","dgrtwo","stop",2
"2954","dgrtwo","str_split",4
"2955","dgrtwo","subset",2
"2956","dgrtwo","substr",2
"2957","dgrtwo","sum",2
"2958","dgrtwo","Sys.Date",2
"2959","dgrtwo","Sys.time",2
"2960","dgrtwo","system",2
"2961","dgrtwo","t",4
"2962","dgrtwo","tapply",2
"2963","dgrtwo","textGrob",2
"2964","dgrtwo","theme",4
"2965","dgrtwo","theme_bw",2
"2966","dgrtwo","titlePanel",8
"2967","dgrtwo","toTable",2
"2968","dgrtwo","trans_new",2
"2969","dgrtwo","transmute",4
"2970","dgrtwo","trim.bad.end",2
"2971","dgrtwo","ungroup",4
"2972","dgrtwo","unique",2
"2973","dgrtwo","unit",2
"2974","dgrtwo","unlink",2
"2975","dgrtwo","unnest",2
"2976","dgrtwo","updateTextInput",2
"2977","dgrtwo","url_encode",2
"2978","dgrtwo","voom",2
"2979","dgrtwo","wellPanel",2
"2980","dgrtwo","which",2
"2981","dgrtwo","which.max",2
"2982","dgrtwo","wilcox.test",2
"2983","dgrtwo","with",2
"2984","dgrtwo","with_tz",2
"2985","dgrtwo","write",2
"2986","dgrtwo","write.table",2
"2987","dgrtwo","write_csv",2
"2988","dgrtwo","xlab",4
"2989","dgrtwo","xlim",2
"2990","dgrtwo","year",2
"2991","dgrtwo","ylab",2
"2992","dgrtwo","ylim",2
"2993","diegovalle",".",94
"2994","diegovalle","abbreviate",2
"2995","diegovalle","abs",4
"2996","diegovalle","acf",2
"2997","diegovalle","addAbbrv",2
"2998","diegovalle","addParams",4
"2999","diegovalle","addPath",2
"3000","diegovalle","addSave",4
"3001","diegovalle","addSource",20
"3002","diegovalle","addTrend",2
"3003","diegovalle","adf.test",2
"3004","diegovalle","aes",100
"3005","diegovalle","aes_string",6
"3006","diegovalle","AgeCohort",2
"3007","diegovalle","ageDensity",2
"3008","diegovalle","ageDensitySex",2
"3009","diegovalle","ageDensityYear",2
"3010","diegovalle","all",8
"3011","diegovalle","all.equal",2
"3012","diegovalle","annotate",18
"3013","diegovalle","AnomalyDetectionTs",2
"3014","diegovalle","anova",2
"3015","diegovalle","aov",2
"3016","diegovalle","apc.fit",2
"3017","diegovalle","apc.lines",2
"3018","diegovalle","apc.plot",2
"3019","diegovalle","APCClean",2
"3020","diegovalle","apply",14
"3021","diegovalle","arrange",8
"3022","diegovalle","arrangeGrob",8
"3023","diegovalle","as",4
"3024","diegovalle","as.character",46
"3025","diegovalle","as.data.frame",30
"3026","diegovalle","as.Date",70
"3027","diegovalle","as.factor",22
"3028","diegovalle","as.formula",2
"3029","diegovalle","as.integer",2
"3030","diegovalle","as.list",4
"3031","diegovalle","as.name",2
"3032","diegovalle","as.numeric",76
"3033","diegovalle","as.POSIXlt",2
"3034","diegovalle","as.vector",4
"3035","diegovalle","as.yearmon",14
"3036","diegovalle","ascii",2
"3037","diegovalle","assign",6
"3038","diegovalle","attr",2
"3039","diegovalle","auto.arima",2
"3040","diegovalle","autoplot",4
"3041","diegovalle","aveAveDist",2
"3042","diegovalle","avePerformance",2
"3043","diegovalle","basename",2
"3044","diegovalle","bbox",6
"3045","diegovalle","bcp",4
"3046","diegovalle","bfast",4
"3047","diegovalle","bin",4
"3048","diegovalle","binomial",2
"3049","diegovalle","breakfactor",2
"3050","diegovalle","breakpoints",8
"3051","diegovalle","breakToDate",2
"3052","diegovalle","brewer.pal",10
"3053","diegovalle","bumpChart",4
"3054","diegovalle","bwplot",2
"3055","diegovalle","bzfile",10
"3056","diegovalle","c",170
"3057","diegovalle","Cairo",14
"3058","diegovalle","CairoFonts",2
"3059","diegovalle","capture.output",2
"3060","diegovalle","cartogramDiffMap",2
"3061","diegovalle","cartogramMap",2
"3062","diegovalle","cast",8
"3063","diegovalle","cat",16
"3064","diegovalle","cbind",16
"3065","diegovalle","CDeathSeq",2
"3066","diegovalle","CDeathSeq1",2
"3067","diegovalle","ceiling",6
"3068","diegovalle","checkFile",2
"3069","diegovalle","classify",2
"3070","diegovalle","clean.variable.name",8
"3071","diegovalle","cleanAgeRates",2
"3072","diegovalle","CleanCensus",2
"3073","diegovalle","CleanCensus80",2
"3074","diegovalle","cleanDeaths",2
"3075","diegovalle","CleanHom1994",2
"3076","diegovalle","CleanHomicides",4
"3077","diegovalle","cleanModularity",2
"3078","diegovalle","cleanMun100mi",2
"3079","diegovalle","cleanNames",4
"3080","diegovalle","close",2
"3081","diegovalle","coef",6
"3082","diegovalle","coefplot",4
"3083","diegovalle","CohortRatePlot",4
"3084","diegovalle","colMeans",2
"3085","diegovalle","colnames",4
"3086","diegovalle","colorRampPalette",4
"3087","diegovalle","colSums",2
"3088","diegovalle","completeDates",2
"3089","diegovalle","condense",4
"3090","diegovalle","confint",8
"3091","diegovalle","confusionMatrix",6
"3092","diegovalle","converged",2
"3093","diegovalle","convertCSV",2
"3094","diegovalle","convertFactors",2
"3095","diegovalle","convertToDate",4
"3096","diegovalle","coord",2
"3097","diegovalle","coord_cartesian",4
"3098","diegovalle","coord_flip",14
"3099","diegovalle","coord_map",24
"3100","diegovalle","coordinates",4
"3101","diegovalle","copyFile",2
"3102","diegovalle","cor",2
"3103","diegovalle","cor.test",2
"3104","diegovalle","count",2
"3105","diegovalle","createDataPartition",6
"3106","diegovalle","createGDF",4
"3107","diegovalle","createLineChart",2
"3108","diegovalle","createTable",2
"3109","diegovalle","CRS",4
"3110","diegovalle","cumsum",4
"3111","diegovalle","cut",20
"3112","diegovalle","daily",2
"3113","diegovalle","data.frame",64
"3114","diegovalle","data.table",4
"3115","diegovalle","data_frame",8
"3116","diegovalle","dateOccur",4
"3117","diegovalle","dateReg",4
"3118","diegovalle","dayOfDeath",2
"3119","diegovalle","dbConnect",6
"3120","diegovalle","dbDisconnect",2
"3121","diegovalle","dbDriver",6
"3122","diegovalle","dbHasCompleted",4
"3123","diegovalle","dbSendQuery",4
"3124","diegovalle","dbWriteTable",2
"3125","diegovalle","ddply",92
"3126","diegovalle","defmacro",2
"3127","diegovalle","Delt",2
"3128","diegovalle","densityplot",2
"3129","diegovalle","deparse",2
"3130","diegovalle","desc",6
"3131","diegovalle","detectCores",2
"3132","diegovalle","dev.off",18
"3133","diegovalle","dev.print",2
"3134","diegovalle","diff",4
"3135","diegovalle","dir",6
"3136","diegovalle","direct.label",16
"3137","diegovalle","DirichReg",2
"3138","diegovalle","dirname",2
"3139","diegovalle","dispersiontest",2
"3140","diegovalle","dlply",4
"3141","diegovalle","do.call",4
"3142","diegovalle","doctorPlot",2
"3143","diegovalle","dotplot",2
"3144","diegovalle","dotPlot",4
"3145","diegovalle","download",2
"3146","diegovalle","download.file",2
"3147","diegovalle","dput",2
"3148","diegovalle","DR_data",2
"3149","diegovalle","draw_gmap",2
"3150","diegovalle","drawModularity",2
"3151","diegovalle","drawParty",2
"3152","diegovalle","drawSingleModularity",2
"3153","diegovalle","drop.levels",4
"3154","diegovalle","droplevels",6
"3155","diegovalle","element_blank",18
"3156","diegovalle","element_line",2
"3157","diegovalle","element_rect",8
"3158","diegovalle","element_text",8
"3159","diegovalle","equals",16
"3160","diegovalle","eval",2
"3161","diegovalle","exp",10
"3162","diegovalle","expand.grid",10
"3163","diegovalle","expand_limits",8
"3164","diegovalle","expect_equal",2
"3165","diegovalle","expect_that",18
"3166","diegovalle","extent",4
"3167","diegovalle","extractDigits",2
"3168","diegovalle","extractMunCode",2
"3169","diegovalle","extractStateCode",2
"3170","diegovalle","facet",2
"3171","diegovalle","facet_wrap",32
"3172","diegovalle","factor",26
"3173","diegovalle","fetch",4
"3174","diegovalle","file",2
"3175","diegovalle","file.copy",2
"3176","diegovalle","file.exists",12
"3177","diegovalle","file.path",78
"3178","diegovalle","filter",20
"3179","diegovalle","Filter",2
"3180","diegovalle","findAnomalies",2
"3181","diegovalle","fitted",2
"3182","diegovalle","floor",8
"3183","diegovalle","forecast",2
"3184","diegovalle","formals",2
"3185","diegovalle","format",24
"3186","diegovalle","formatCuadranteForJSON",2
"3187","diegovalle","formatDaily",4
"3188","diegovalle","formatMonthly",2
"3189","diegovalle","formatSectorForJSON",2
"3190","diegovalle","formatWeekly",2
"3191","diegovalle","fortify",18
"3192","diegovalle","fromJSON",6
"3193","diegovalle","full",2
"3194","diegovalle","full_join",4
"3195","diegovalle","gather",4
"3196","diegovalle","gc",2
"3197","diegovalle","generateCharts",4
"3198","diegovalle","generateId",2
"3199","diegovalle","geocode",2
"3200","diegovalle","geoJson",4
"3201","diegovalle","geom_abline",4
"3202","diegovalle","geom_area",8
"3203","diegovalle","geom_bar",4
"3204","diegovalle","geom_boxplot",10
"3205","diegovalle","geom_density",4
"3206","diegovalle","geom_errorbar",4
"3207","diegovalle","geom_histogram",4
"3208","diegovalle","geom_hline",2
"3209","diegovalle","geom_jitter",12
"3210","diegovalle","geom_line",60
"3211","diegovalle","geom_map",10
"3212","diegovalle","geom_path",2
"3213","diegovalle","geom_point",42
"3214","diegovalle","geom_polygon",20
"3215","diegovalle","geom_rect",8
"3216","diegovalle","geom_smooth",32
"3217","diegovalle","geom_text",14
"3218","diegovalle","geom_tile",4
"3219","diegovalle","geom_vline",26
"3220","diegovalle","get",4
"3221","diegovalle","get_map",2
"3222","diegovalle","getData",2
"3223","diegovalle","getMaps",2
"3224","diegovalle","getNames",2
"3225","diegovalle","ggmap",2
"3226","diegovalle","ggplot",98
"3227","diegovalle","ggsave",68
"3228","diegovalle","ggtern",2
"3229","diegovalle","ggtitle",34
"3230","diegovalle","Gini",2
"3231","diegovalle","glm",6
"3232","diegovalle","glm.poisson.disp",2
"3233","diegovalle","gpar",8
"3234","diegovalle","gpclibPermit",6
"3235","diegovalle","grep",14
"3236","diegovalle","grepl",6
"3237","diegovalle","grid.layout",4
"3238","diegovalle","grid.newpage",4
"3239","diegovalle","group_by",20
"3240","diegovalle","gsub",40
"3241","diegovalle","guide_colorbar",4
"3242","diegovalle","guide_legend",6
"3243","diegovalle","guides",14
"3244","diegovalle","gUnaryUnion",2
"3245","diegovalle","gvisSankey",2
"3246","diegovalle","gvisTreeMap",2
"3247","diegovalle","head",20
"3248","diegovalle","hist",2
"3249","diegovalle","I",4
"3250","diegovalle","ICDseq",2
"3251","diegovalle","ICDSeq",8
"3252","diegovalle","iconv",8
"3253","diegovalle","identical",2
"3254","diegovalle","ifelse",48
"3255","diegovalle","infographic_theme2",4
"3256","diegovalle","inner_join",6
"3257","diegovalle","install.packages",2
"3258","diegovalle","install_github",2
"3259","diegovalle","installed.packages",2
"3260","diegovalle","is.finite",4
"3261","diegovalle","is.na",70
"3262","diegovalle","is.nan",2
"3263","diegovalle","is.null",14
"3264","diegovalle","is_a",2
"3265","diegovalle","isCU",4
"3266","diegovalle","join",12
"3267","diegovalle","kable",4
"3268","diegovalle","kNN",6
"3269","diegovalle","labelChart",4
"3270","diegovalle","labs",20
"3271","diegovalle","lag",4
"3272","diegovalle","lapply",14
"3273","diegovalle","last_plot",4
"3274","diegovalle","layer",4
"3275","diegovalle","Lc",2
"3276","diegovalle","ldply",4
"3277","diegovalle","left_join",12
"3278","diegovalle","legend",4
"3279","diegovalle","length",66
"3280","diegovalle","levels",12
"3281","diegovalle","library",56
"3282","diegovalle","lines",6
"3283","diegovalle","list",42
"3284","diegovalle","list.dirs",2
"3285","diegovalle","list.files",4
"3286","diegovalle","llply",2
"3287","diegovalle","lm",10
"3288","diegovalle","lme",4
"3289","diegovalle","load",16
"3290","diegovalle","load.project",4
"3291","diegovalle","local",22
"3292","diegovalle","loess",2
"3293","diegovalle","log",14
"3294","diegovalle","log1p",2
"3295","diegovalle","lrtest",2
"3296","diegovalle","map",2
"3297","diegovalle","MapDF",2
"3298","diegovalle","mapply",4
"3299","diegovalle","mapStates",2
"3300","diegovalle","mapvalues",4
"3301","diegovalle","match",2
"3302","diegovalle","match.call",2
"3303","diegovalle","matches",4
"3304","diegovalle","matrix",2
"3305","diegovalle","max",44
"3306","diegovalle","mean",26
"3307","diegovalle","median",18
"3308","diegovalle","melt",32
"3309","diegovalle","merge",66
"3310","diegovalle","message",28
"3311","diegovalle","mi",2
"3312","diegovalle","mi.data.frame",2
"3313","diegovalle","mi.info",2
"3314","diegovalle","min",12
"3315","diegovalle","month",6
"3316","diegovalle","monthly",2
"3317","diegovalle","months",2
"3318","diegovalle","MortalityMatrix",6
"3319","diegovalle","mostXNames",2
"3320","diegovalle","mostXSingleNames",2
"3321","diegovalle","multiplot",2
"3322","diegovalle","mutate",12
"3323","diegovalle","n",12
"3324","diegovalle","na.omit",46
"3325","diegovalle","na.spline",10
"3326","diegovalle","names",82
"3327","diegovalle","ncol",12
"3328","diegovalle","new",6
"3329","diegovalle","nPlot",2
"3330","diegovalle","nrow",44
"3331","diegovalle","ns",2
"3332","diegovalle","numberOfDays",2
"3333","diegovalle","offset",2
"3334","diegovalle","options",20
"3335","diegovalle","opts",50
"3336","diegovalle","order",22
"3337","diegovalle","pacf",2
