"","Author","Repo","Packages"
"613","diegovalle","rnped","""AnomalyDetection"""
"614","diegovalle","rnped","""ggplot2"""
"615","diegovalle","rnped","""ggmap"""
"616","diegovalle","rnped","""raster"""
"617","diegovalle","rnped","""rgdal"""
"618","diegovalle","rnped","""rgeos"""
"619","diegovalle","shapefiles2000","stringr"
"620","diegovalle","shapefiles2000","foreign"
"621","diegovalle","shapefiles2000","magrittr"
"622","diegovalle","sinaloa-discrepancy","caret"
"623","diegovalle","sinaloa-discrepancy","party"
"624","diegovalle","sinaloa-discrepancy","randomForest"
"625","diegovalle","sinaloa-discrepancy","ggplot2"
"626","diegovalle","sinaloa-discrepancy","plyr"
"627","diegovalle","sinaloa-discrepancy","scales"
"628","diegovalle","sinaloa-discrepancy","reshape"
"629","diegovalle","sinaloa-discrepancy","stringr"
"630","diegovalle","sinaloa-discrepancy","lubridate"
"631","diegovalle","sinaloa-discrepancy","directlabels"
"632","diegovalle","sinaloa-discrepancy","testthat"
"633","diegovalle","sinaloa-discrepancy","ascii"
"634","diegovalle","sinaloa-discrepancy","mi"
"635","diegovalle","sinaloa-discrepancy","arm"
"636","diegovalle","sinaloa-discrepancy","Amelia"
"637","diegovalle","sinaloa-discrepancy","glmnet"
"638","diegovalle","sinaloa-discrepancy","VIM"
"639","diegovalle","Tijuana","'testthat'"
"640","diegovalle","Tijuana","'yaml'"
"641","diegovalle","Tijuana","'foreign'"
"642","diegovalle","Tijuana","ggplot2"
"643","diegovalle","Tijuana","directlabels"
"644","diegovalle","Tijuana","fields"
"645","diegovalle","Tijuana","car"
"646","diegovalle","Tijuana","Cairo"
"647","diegovalle","Tijuana","xtable"
"648","diegovalle","Tijuana","stringr"
"649","diegovalle","Tijuana","RColorBrewer"
"650","diegovalle","Tijuana","shape"
"651","diegovalle","Tijuana","Hmisc"
"652","diegovalle","Tijuana","lubridate"
"653","diegovalle","Tijuana","MASS"
"654","diegovalle","Tijuana","compiler"
"655","diegovalle","Tijuana","rbenchmark"
"656","diegovalle","unam","knitr"
"657","diegovalle","unam","ggplot2"
"658","diegovalle","unam","zoo"
"659","diegovalle","unam","stringr"
"660","diegovalle","unam","plyr"
"661","diegovalle","unam","reshape"
"662","diegovalle","unam","directlabels"
"663","diegovalle","unam","scales"
"664","diegovalle","unam","gridExtra"
"665","diegovalle","unam","car"
"666","diegovalle","unam","rCharts"
"667","diegovalle","unam","classInt"
"668","diegovalle","unam","lubridate"
"669","diegovalle","unam","devtools"
"670","duncantl","RCodeUtils","codetools"
"671","duncantl","RllvmSQLiteUDF","Rffi"
"672","duncantl","RllvmSQLiteUDF","""RSQLite"""
"673","duncantl","RllvmSQLiteUDF","""RSQLiteUDF"""
"674","duncantl","RllvmTimings","RLLVMCompile"
"675","duncantl","RllvmTimings","RCurl"
"676","duncantl","RllvmTimings","FastCSVSample"
"677","duncantl","RllvmTimings","compiler"
"678","duncantl","RllvmTimings","Rllvm"
"679","duncantl","RllvmXPathUDF","XML"
"680","duncantl","RllvmXPathUDF","Rllvm"
"681","duncantl","TwitterOAuth2","RCurl"
"682","duncantl","TwitterOAuth2","RJSONIO"
"683","duncantl","TwitterOAuth2","ROAuth"
"684","EasyD","IntroToDataScience","ggplot2"
"685","EasyD","IntroToDataScience","stringr"
"686","EasyD","IntroToDataScience","randomForest"
"687","EasyD","IntroToDataScience","caret"
"688","EasyD","IntroToDataScience","doSNOW"
"689","EasyD","IntroToDataScience","rpart"
"690","EasyD","IntroToDataScience","rpart.plot"
"691","EasyD","IntroToDataScience","infotheo"
"692","EasyD","IntroToDataScience","Rtsne"
"693","EasyD","IntroToEventLogMiningMeetup","edeaR"
"694","EasyD","IntroToEventLogMiningMeetup","lubridate"
"695","EasyD","IntroToEventLogMiningMeetup","dplyr"
"696","EasyD","IntroToEventLogMiningMeetup","ggplot2"
"697","edzer","openeo_hackaton","plumber"
"698","edzer","rstudio_conf","sf"
"699","edzer","rstudio_conf","units"
"700","edzer","rstudio_conf","maptools"
"701","edzer","rstudio_conf","animation"
"702","garrettgman","CSP2016","ggplot2"
"703","garrettgman","git-project","dplyr"
"704","garrettgman","git-project","lubridate"
"705","garrettgman","git-project","ggplot2"
"706","garrettgman","shinyWidgets","shiny"
"707","garrettgman","shinyWrangler","shiny"
"708","garrettgman","shinyWrangler","datasets"
"709","garrettgman","shinyWrangler","ggplot2"
"710","gastonstat","Crunching_Data","XML"
"711","gastonstat","Crunching_Data","ggplot2"
"712","gastonstat","Crunching_Data","reshape"
"713","gastonstat","Crunching_Data","RgoogleMaps"
"714","gastonstat","Crunching_Data","maps"
"715","gastonstat","Crunching_Data","maptools"
"716","gastonstat","Crunching_Data","ggmap"
"717","gastonstat","Crunching_Data","mapproj"
"718","gastonstat","DiscriMiner_Scripts","DiscriMiner"
"719","gastonstat","DiscriMiner_Scripts","ggplot2"
"720","gastonstat","DiscriMiner_Scripts","reshape"
"721","gastonstat","DiscriMiner_Scripts","FactoMineR"
"722","gastonstat","DiscriMiner_Scripts","MASS"
"723","gastonstat","shiny-introstats","shiny"
"724","gastonstat","StarWars","ggplot2"
"725","gastonstat","StarWars","plyr"
"726","gastonstat","StarWars","stringr"
"727","gastonstat","StarWars","tm"
"728","gastonstat","StarWars","igraph"
"729","GuangchuangYu","bioc-release","MeSH.PCR.db"
"730","GuangchuangYu","bioc-release","ggtree"
"731","GuangchuangYu","bioc-release","ChIPseeker"
"732","GuangchuangYu","bioc-release","clusterProfiler"
"733","GuangchuangYu","bioc-release","DOSE"
"734","GuangchuangYu","bioc-release","ReactomePA"
"735","GuangchuangYu","bioc-release","GOSemSim"
"736","GuangchuangYu","bioc-release","GO.db"
"737","GuangchuangYu","bioc-release","TxDb.Hsapiens.UCSC.hg19.knownGene"
"738","GuangchuangYu","bioc-release","testthat"
"739","GuangchuangYu","bioc-release","treeio"
"740","GuangchuangYu","drat","miniCRAN"
"741","hadley","stats337","googlesheets"
"742","hadley","stats337","gmailr"
"743","hadley","stats337","glue"
"744","hadley","stats337","purrr"
"745","hadley","vis-eda","tidyverse"
"746","hadley","vis-eda","ggrepel"
"747","hadley","vis-eda","ggbeeswarm"
"748","hadley","vis-eda","httr"
"749","hadley","vis-eda","lubridate"
"750","hadley","vis-eda","gh) # devtools::install_github(""gaborcsardi/gh"""
"751","harryprince","segmentfault-hackathon-2015","""plotrix"""
"752","harryprince","segmentfault-hackathon-2015","jsonlite"
"753","harryprince","segmentfault-hackathon-2015","XML"
"754","harryprince","segmentfault-hackathon-2015","RCurl"
"755","harryprince","segmentfault-hackathon-2015","shiny"
"756","harryprince","segmentfault-hackathon-2015","shinydashboard"
"757","harryprince","segmentfault-hackathon-2015","plotrix"
"758","harryprince","segmentfault-hackathon-2015","ggplot2"
"759","harryprince","segmentfault-hackathon-2015","httr"
"760","harryprince","segmentfault-hackathon-2015","jpeg"
"761","hetong007","HomesiteQuoteScript","readr"
"762","hetong007","HomesiteQuoteScript","mxnet"
"763","hetong007","HomesiteQuoteScript","xgboost"
"764","hilaryparker","GenerateCalendar","chron"
"765","hilaryparker","HeadNeck","ProjectTemplate"
"766","hilaryparker","HeadNeck","""ProjectTemplate"""
"767","hilaryparker","HeadNeck","affy"
"768","hilaryparker","HeadNeck","GEOquery"
"769","hilaryparker","HeadNeck","knitr"
"770","hilaryparker","PracticalBatch","xtable"
"771","hilaryparker","PracticalBatch","wang05"
"772","hilaryparker","PracticalBatch","minn05"
"773","hilaryparker","PracticalBatch","affy"
"774","hilaryparker","PracticalBatch","tspair"
"775","hilaryparker","PracticalBatch","pamr"
"776","hilaryparker","PracticalBatch","lars"
"777","hilaryparker","PracticalBatch","frma"
"778","hilaryparker","PracticalBatch","gcrma"
"779","hilaryparker","PracticalBatch","genefilter"
"780","hilaryparker","PracticalBatch","preprocessCore"
"781","hilaryparker","PracticalBatch","""hgu133aprobe"""
"782","hilaryparker","PracticalBatch","oligo"
"783","Ironholds","argus","plumber) #devtools::install_github(""trestletech/plumber"""
"784","Ironholds","argus","R.utils"
"785","Ironholds","argus","plumber"
"786","Ironholds","ccc","shiny"
"787","Ironholds","ccc","markdown"
"788","Ironholds","dalit-dash","shinydashboard"
"789","Ironholds","dalit-dash","dygraphs"
"790","Ironholds","dalit-dash","xts"
"791","Ironholds","dalit-dash","reshape2"
"792","Ironholds","dalit-dash","RColorBrewer"
"793","Ironholds","dalit-dash","shiny"
"794","Ironholds","dalit-dash","markdown"
"795","Ironholds","dalit-dash","httr"
"796","Ironholds","dalit-dash","ores"
"797","jalapic","socialcfos","ggplot2"
"798","jalapic","socialcfos","viridis"
"799","jalapic","socialcfos","lme4"
"800","jalapic","socialcfos","lmerTest"
"801","jalapic","socialcfos","MASS"
"802","jalapic","socialcfos","car"
"803","jalapic","socialcfos","rcompanion"
"804","jalapic","socialcfos","glmmADMB"
"805","jalapic","socialcfos","lattice"
"806","jalapic","socialcfos","pvclust"
"807","jalapic","socialcfos","reshape2"
"808","jalapic","socialcfos","cluster"
"809","jalapic","socialcfos","vegan"
"810","jbkunst","d3cision","""RWeka"""
"811","jbkunst","d3cision","""partykit"""
"812","jbkunst","d3cision","rpart"
"813","jbkunst","d3cision","partykit"
"814","jbkunst","d3cision","RWeka"
"815","jbkunst","d3cision","jsonlite"
"816","jbkunst","d3cision","magrittr"
"817","jbkunst","d3cision","purrr"
"818","jbkunst","d3cision","broom"
"819","jbkunst","d3cision","stringr"
"820","jbkunst","d3cision","dplyr"
"821","jbkunst","deis-cl","tidyverse"
"822","jbkunst","deis-cl","rio"
"823","jbkunst","deis-cl","lubridate"
"824","jbkunst","deis-cl","stringr"
"825","jbkunst","desafio-ingenio","tidyverse"
"826","jbkunst","desafio-ingenio","readxl"
"827","jbkunst","desafio-ingenio","janitor"
"828","jbkunst","desafio-ingenio","stringr"
"829","jbkunst","desafio-ingenio","stringi"
"830","jbkunst","desafio-ingenio","ompr"
"831","jbkunst","desafio-ingenio","ompr.roi"
"832","jbkunst","desafio-ingenio","ROI.plugin.glpk"
"833","jbkunst","dvl-migracion","gsheet"
"834","jbkunst","dvl-migracion","hrbrthemes"
"835","jbkunst","kgglr","tidyverse"
"836","jbkunst","kgglr","jsonlite"
"837","jbkunst","kgglr","stringr"
"838","jbkunst","kgglr","tidytext"
"839","jbkunst","kgglr","scales"
"840","jbkunst","kgglr","pluralize"
"841","jbkunst","kgglr","viridis"
"842","jbkunst","kgglr","highcharter"
"843","jbkunst","kgglr","janitor"
"844","jbkunst","kgglr","httr"
"845","jbkunst","kgglr","rvest"
"846","jbkunst","kgglr","ggmap"
"847","jbkunst","kgglr","rusps"
"848","jbkunst","kgglr","XML"
"849","jbkunst","por-que-shiny-por-que-con-estilo","shiny"
"850","jbkunst","por-que-shiny-por-que-con-estilo","shinydashboard"
"851","jbkunst","r-posts","tidyverse"
"852","jbkunst","r-posts","rvest"
"853","jbkunst","r-posts","stringr"
"854","jbkunst","r-posts","janitor"
"855","jbkunst","r-posts","shinydashboard"
"856","jbkunst","r-posts","""ggplot2"""
"857","jbkunst","r-posts","""dplyr"""
"858","jbkunst","r-posts","""httr"""
"859","jbkunst","r-posts","""networkD3"""
"860","jbkunst","r-posts","jbkmisc"
"861","jbkunst","r-posts","""network"""
"862","jbkunst","r-posts","""mvtnorm"""
"863","jbkunst","r-posts","""plyr"""
"864","jbkunst","r-posts","""reshape2"""
"865","jbkunst","r-posts","""grid"""
"866","jbkunst","r-posts","ggplot2"
"867","jbkunst","r-posts","devtools"
"868","jbkunst","r-posts","plyr"
"869","jbkunst","r-posts","dplyr"
"870","jbkunst","r-posts","""rio"""
"871","jbkunst","r-posts","""rvest"""
"872","jbkunst","r-posts","""visNetwork"""
"873","jbkunst","r-posts","""xml2"""
"874","jbkunst","r-posts","""stringr"""
"875","jbkunst","r-posts","""RSQLite"""
"876","jbkunst","shiny-apps-highcharter","tidyverse"
"877","jbkunst","shiny-apps-highcharter","idbr"
"878","jbkunst","shiny-apps-highcharter","countrycode"
"879","jbkunst","shiny-apps-highcharter","shiny"
"880","jbkunst","shiny-apps-highcharter","shinythemes"
"881","jbkunst","shiny-apps-highcharter","highcharter"
"882","jbkunst","shiny-stockfish","shiny"
"883","jbkunst","shiny-stockfish","shinyjs"
"884","jbkunst","shiny-stockfish","shinythemes"
"885","jbkunst","shiny-stockfish","rchess"
"886","jbkunst","shiny-stockfish","stringr"
"887","jbkunst","shiny-stockfish","subprocess"
"888","jbkunst","shiny-stockfish","dplyr"
"889","jbkunst","transantiago","tidyverse"
"890","jbkunst","transantiago","stringr"
"891","jbkunst","transantiago","jsonlite"
"892","jbkunst","transantiago","rvest"
"893","jbkunst","transantiago","lubridate"
"894","jbkunst","transantiago","data.table"
"895","jbkunst","transantiago","scales"
"896","jbkunst","transantiago","ggmap"
"897","jcheng5","cran-downloads","dplyr, warn.conflicts=FALSE"
"898","jcheng5","cran-downloads","ggplot2"
"899","jcheng5","crandash","digest"
"900","jcheng5","crandash","bit"
"901","jcheng5","crandash","shiny"
"902","jcheng5","crandash","shinySignals"
"903","jcheng5","crandash","dplyr"
"904","jcheng5","crandash","shinydashboard"
"905","jcheng5","crandash","bubbles"
"906","jcheng5","cranlogs-rmd","dplyr, warn.conflicts=FALSE"
"907","jcheng5","cranlogs-rmd","ggplot2"
"908","jcheng5","odsc2016-demo","leaflet)  # for interactive maps (NOT leafletR here"
"909","jcheng5","odsc2016-demo","sp"
"910","jcheng5","odsc2016-demo","dplyr"
"911","jcheng5","odsc2016-demo","ggplot2"
"912","jcheng5","odsc2016-demo","leaflet"
"913","jcheng5","rstudio-tutorial-signup","shiny"
"914","jcheng5","scorecard-db","methods"
"915","jcheng5","scorecard-db","dplyr"
"916","jcheng5","scorecard-db","RSQLite"
"917","jcheng5","seattle-meetup","reshape2"
"918","jcheng5","seattle-meetup","BSDA"
"919","jcheng5","seattle-meetup","ggplot2"
"920","jcheng5","shiny-resume","shiny"
"921","jcheng5","shiny-training-rstudioconf-2018","shiny"
"922","jcheng5","shiny-training-rstudioconf-2018","jsonlite"
"923","jcheng5","shiny-training-rstudioconf-2018","dplyr"
"924","jcheng5","shiny-training-rstudioconf-2018","lubridate"
"925","jcheng5","shiny-training-rstudioconf-2018","stringi"
"926","jcheng5","shiny-training-rstudioconf-2018","cranlogs"
"927","jcheng5","shiny-training-rstudioconf-2018","ggplot2"
"928","jcheng5","shiny-training-rstudioconf-2018","gapminder"
"929","jcheng5","shiny-training-rstudioconf-2018","leaflet"
"930","jcheng5","shiny-training-rstudioconf-2018","shinydashboard"
"931","jcheng5","shiny-training-rstudioconf-2018","magrittr"
"932","jcheng5","shiny-training-rstudioconf-2018","DT"
"933","jcheng5","shiny-training-rstudioconf-2018","stringr"
"934","jcheng5","shiny-training-rstudioconf-2018","tools"
"935","jcheng5","user2015","shiny"
"936","jcheng5","user2015","ggplot2"
"937","jcheng5","user2015","dplyr"
"938","jcheng5","user2015","gplots"
"939","jcheng5","user2015","xts"
"940","jcheng5","user2015","reshape2"
"941","jcheng5","user2015","d3heatmap"
"942","jcheng5","user2015","dygraphs"
"943","jcheng5","user2015","networkD3"
"944","jcheng5","user2015","leaflet"
"945","jcheng5","user2015","threejs"
"946","jcheng5","user2015","epiwidgets"
"947","jcheng5","user2015","streamgraph"
"948","jcheng5","user2015","parcoords"
"949","jennybc","2017-12_iasc-auckland","tidyverse"
"950","jennybc","2017-12_iasc-auckland","hrbrthemes"
"951","jennybc","2017-12_iasc-auckland","here"
"952","jennybc","2017_advent-of-code","testthat"
"953","jennybc","2017_advent-of-code","purrr"
"954","jennybc","2017_advent-of-code","magrittr"
"955","jennybc","2017_advent-of-code","readr"
"956","jennybc","2017_advent-of-code","tidyverse"
"957","jennybc","2017_advent-of-code","igraph"
"958","jennybc","bunny-hat","fs"
"959","jennybc","bunny-hat","tidyverse"
"960","jennybc","explore-libraries","fs"
"961","jennybc","explore-libraries","tidyverse"
"962","jennybc","lego-rstats","stringr"
"963","jennybc","lego-rstats","tidyverse"
"964","jennybc","packages-report-EXAMPLE","tidyverse"
"965","jennybc","packages-report-EXAMPLE","here"
"966","jennybc","packages-report-EXAMPLE","fs"
"967","jennybc","packages-report-EXAMPLE","purrr"
"968","jennybc","r-graph-catalog","plyr) #ldply("
"969","jennybc","r-graph-catalog","stringr"
"970","jennybc","r-graph-catalog","ggplot2"
"971","jennybc","r-graph-catalog","xkcd"
"972","jennybc","r-graph-catalog","reshape2) # colsplit("
"973","jennybc","r-graph-catalog","plyr"
"974","jennybc","r-graph-catalog","methods"
"975","jennybc","r-graph-catalog","gridExtra"
"976","jennybc","r-graph-catalog","grid) # unit("
"977","jennybc","r-graph-catalog","reshape2) # melt("
"978","jennybc","r-graph-catalog","grid) # arrow("
"979","jennybc","r-graph-catalog","gridExtra) #arrangeGrob("
"980","jennybc","r-graph-catalog","reshape2"
"981","jennybc","r-graph-catalog","reshape2) #melt("
"982","jennybc","r-graph-catalog","grid) #unit("
"983","jennybc","r-graph-catalog","scales) # log2_trans(), trans_breaks("
"984","jennybc","r-graph-catalog","grid"
"985","jennybc","r-graph-catalog","scales) # scale_x_date("
"986","jennybc","r-graph-catalog","plyr) # revalue("
"987","jennybc","r-graph-catalog","scales"
"988","jennybc","r-graph-catalog","plyr) #rename("
"989","jennybc","r-graph-catalog","scales) #scale_x_date("
"990","jennybc","r-graph-catalog","scales) #date_format("
"991","jennybc","r-graph-catalog","shiny"
"992","jennybc","r-graph-catalog","markdown) #includeMarkdown("
"993","jennybc","r-graph-catalog","plyr) #llply("
"994","jennybc","r-graph-catalog","shinyAce) #updateAceEditor("
"995","jennybc","r-graph-catalog","shinyAce"
"996","jennybc","row-oriented-workflows","tidyverse"
"997","jennybc","row-oriented-workflows","purrr"
"998","jennybc","row-oriented-workflows","gapminder"
"999","jennybc","row-oriented-workflows","scales"
"1000","jennybc","row-oriented-workflows","forcats"
"1001","jennybc","send-email-with-r","gmailr"
"1002","jennybc","send-email-with-r","readr"
"1003","jennybc","system-setup","dplyr"
"1004","jennybc","system-setup","readr"
"1005","jennybc","what-they-forgot","fs"
"1006","jennybc","what-they-forgot","tidyverse"
"1007","jennybc","what-they-forgot","stringr"
"1008","jennybc","what-they-forgot","igraph"
"1009","jennybc","what-they-forgot","ggraph"
"1010","jennybc","what-they-forgot","repurrrsive"
"1011","jennybc","what-they-forgot","BRRR"
"1012","jennybc","what-they-forgot","glue"
"1013","jeroen","r-security","""RAppArmor"""
"1014","jimhester","BAMSpector","Homo.sapiens"
"1015","jimhester","BAMSpector","shiny"
"1016","jimhester","BAMSpector","Gviz"
"1017","jmcphers","pack-scenario","TTR"
"1018","jmcphers","pack-scenario","ggplot2"
"1019","jmcphers","pack-scenario","ABCExtremes"
"1020","jmcphers","pack-scenario","survival"
"1021","jmcphers","packrat-screencast","maps"
"1022","jmcphers","packrat-screencast","fossil"
"1023","jmcphers","rstudio11-webinar","ggplot2"
"1024","jmzeng1314","bioweb","cgdsr"
"1025","jmzeng1314","bioweb","shiny"
"1026","jmzeng1314","bioweb","shinydashboard"
"1027","jmzeng1314","bioweb","ape"
"1028","jmzeng1314","bioweb","RCurl"
"1029","jmzeng1314","bioweb","RMySQL"
"1030","jmzeng1314","exprSet","shiny"
"1031","jmzeng1314","exprSet","RMySQL"
"1032","jmzeng1314","exprSet","shinyBS"
"1033","jmzeng1314","exprSet","GGally"
"1034","jmzeng1314","exprSet","ggplot2"
"1035","jmzeng1314","exprSet","knitr"
"1036","jmzeng1314","exprSet","rmarkdown"
"1037","jmzeng1314","exprSet","RCurl"
"1038","jmzeng1314","exprSet","shinyjs"
"1039","jmzeng1314","exprSet","DT"
"1040","jmzeng1314","my_WGCNA","WGCNA"
"1041","jmzeng1314","myShiny","shiny"
"1042","jmzeng1314","myTCGA","RMySQL"
"1043","jmzeng1314","TF_map","shiny"
"1044","jmzeng1314","TF_map","dplyr"
"1045","jmzeng1314","TF_map","tidyr"
"1046","jmzeng1314","TF_map","shinyBS"
"1047","jmzeng1314","TF_map","GGally"
"1048","jmzeng1314","TF_map","ggplot2"
"1049","jmzeng1314","TF_map","shinyAce"
"1050","jmzeng1314","TF_map","knitr"
"1051","jmzeng1314","TF_map","shinyjs"
"1052","jmzeng1314","TF_map","shinydashboard"
"1053","jmzeng1314","TF_map","DT"
"1054","jmzeng1314","TF_map","Biobase"
"1055","jmzeng1314","where_is_my_Mr_Right","RSQLite"
"1056","jmzeng1314","where_is_my_Mr_Right","shiny"
"1057","jmzeng1314","where_is_my_Mr_Right","shinydashboard"
"1058","karthik","demo","httr"
"1059","karthik","demo","jsonlite"
"1060","karthik","dispersal","stringr"
"1061","karthik","dygraph-test","dygraphs"
"1062","karthik","dygraph-test","datasets"
"1063","karthik","ecoengine_ideas","ecoengine"
"1064","karthik","ecoengine_ideas","plyr"
"1065","karthik","ecoengine_ideas","lubridate"
"1066","karthik","ecoengine_ideas","ggplot2"
"1067","karthik","esa_data_viz","MASS"
"1068","karthik","esa_twitter_impact","ggplot2"
"1069","karthik","esa_twitter_impact","plyr"
"1070","karthik","esa_twitter_impact","stringr"
"1071","karthik","esa_twitter_impact","data.table"
"1072","karthik","esa_twitter_impact","pander"
"1073","karthik","esa_twitter_impact","maps"
"1074","karthik","esa_twitter_impact","lubridate"
"1075","karthik","fileread","dplyr"
"1076","karthik","nick_dates","lubridate"
"1077","karthik","nick_dates","dplyr"
"1078","karthik","nick_dates","readr"
"1079","karthik","shiny","ggplot2"
"1080","karthik","stat290","drake"
"1081","karthik","stat290","tidyverse"
"1082","karthik","stat290","cranlogs"
"1083","karthik","stat290","knitr"
"1084","karthik","stat290","shiny"
"1085","karthik","stat290","magick"
"1086","karthik","stat290","readxl"
"1087","karthik","stat290","riem"
"1088","karthik","stat290","xkcd"
"1089","karthik","stat290","extrafont"
"1090","karthik","stat290","ggrepel"
"1091","karthik","stat290","tesseract"
"1092","karthik","tradeoff","ggplot2"
"1093","karthik","tradeoff","gridExtra"
"1094","karthik","tradeoff","plyr"
"1095","karthik","tradeoff","varDev2"
"1096","karthik","tradeoff","stringr"
"1097","karthik","tradeoff","multicore"
"1098","karthik","tradeoff","data.table"
"1099","kateto","R-Network-Visualization-Basics-to-Advanced","RColorBrewer"
"1100","kateto","R-Network-Visualization-Basics-to-Advanced","extrafont"
"1101","kateto","R-Network-Visualization-Basics-to-Advanced","igraph"
"1102","kateto","R-Network-Visualization-Basics-to-Advanced","""png"""
"1103","kateto","R-Network-Visualization-Basics-to-Advanced","network"
"1104","kateto","R-Network-Visualization-Basics-to-Advanced","animation"
"1105","kateto","R-Network-Visualization-Basics-to-Advanced","ndtv"
"1106","kateto","R-Network-Visualization-Basics-to-Advanced","maps"
"1107","kateto","R-Network-Visualization-Basics-to-Advanced","geosphere"
"1108","kbenoit","legislativetypes","shiny"
"1109","kbroman","DOfigures","broman)   # install with install.packages(""broman"""
"1110","kbroman","DOfigures","qtl2plot) # install with install.packages(""qtl2plot"", repos=""https://rqtl.org/qtl2cran"""
"1111","kbroman","DOfigures","simcross) # install with devtools::install_github(""kbroman/simcross"""
"1112","kbroman","DOfigures","qtl)      # install with install.packages(""qtl"""
"1113","kbroman","DOfigures","qtl2)     # install with install.packages(""qtl2"", repos=""https://rqtl.org/qtl2cran"""
"1114","kbroman","PBPG957_Sp2018","broman"
"1115","kbroman","PBPG957_Sp2018","qtl"
"1116","kbroman","PBPG957_Sp2018","lineup"
"1117","kbroman","PBPG957_Sp2018","parallel"
"1118","kbroman","PBPG957_Sp2018","RJSONIO"
"1119","kbroman","PBPG957_Sp2018","qtl2"
"1120","kbroman","ProgrammingNotes","DBI"
"1121","kbroman","qtl2cran","miniCRAN"
"1122","kbroman","qtl2cran","tools"
"1123","kbroman","rqtlWebsite","qtl"
"1124","kbroman","rqtlWebsite","help=qtl"
"1125","kbroman","rqtlWebsite","qtlbook"
"1126","kbroman","rqtlWebsite","survival"
"1127","kbroman","rqtlWebsite","qtlDesign"
"1128","kbroman","SISBID3_Test","babynames"
"1129","kbroman","SISBID3_Test","dplyr"
"1130","kbroman","SISBID3_Test","ggplot2"
"1131","kbroman","Talk_Chicago2017","broman"
"1132","kbroman","Talk_Chicago2017","qtl"
"1133","kbroman","Talk_Chicago2017","lubridate"
"1134","kbroman","Talk_Chicago2017","qtl2"
"1135","kbroman","Talk_Graphs","broman"
"1136","kbroman","Talk_ProspStudents","qtl"
"1137","kbroman","Talk_ProspStudents","lineup"
"1138","kbroman","Talk_ProspStudents","broman"
"1139","kbroman","Talk_ProspStudents","scales"
"1140","kbroman","Talk_qBio2018","broman"
"1141","kbroman","Talk_qBio2018","qtl"
"1142","kbroman","Talk_qBio2018","lubridate"
"1143","kbroman","Talk_qBio2018","qtl2"
"1144","kbroman","Talk_Rqtl2_CTC2017","broman"
"1145","kbroman","Talk_Rqtl2_CTC2017","lubridate"
"1146","kbroman","Talk_Rqtl2_CTC2017","qtl2"
"1147","kbroman","Talk_SampleMixups","broman"
"1148","kbroman","Talk_SampleMixups","qtl"
"1149","kbroman","Talk_SampleMixups","lineup"
"1150","kbroman","Talk_SampleMixups","scales"
"1151","kbroman","Talk_SampleMixups","igraph"
"1152","kbroman","Talk_SampleMixups","B6BTBR07a"
"1153","kbroman","Talk_SGN2017","broman"
"1154","kbroman","Talk_SGN2017","qtl"
"1155","kbroman","Talk_SGN2017","lineup"
"1156","kbroman","Talk_SGN2017","parallel"
"1157","kbroman","Talk_SGN2017","RJSONIO"
"1158","kbroman","Talk_SGN2017","qtl2"
"1159","kbroman","Talk_TransHotspots","RColorBrewer"
"1160","kbroman","Talk_TransHotspots","qtlpvl"
"1161","kbroman","Talk_TransHotspots","qtl"
"1162","kbroman","Talk_TransHotspots","lineup"
"1163","kbroman","Talk_TransHotspots","broman"
"1164","kbroman","Talk_TransHotspots","simcross"
"1165","kbroman","Talk_TransHotspots","scales"
"1166","kbroman","Talk_TransHotspots","qtlcharts"
"1167","kbroman","Talk_UCSF2018","broman"
"1168","kbroman","Talk_UCSF2018","qtl"
"1169","kbroman","Talk_UCSF2018","lubridate"
"1170","kbroman","Talk_UCSF2018","qtl2"
"1171","kbroman","Talk_UNCC2017","broman"
"1172","kbroman","Talk_UNCC2017","qtl"
"1173","kbroman","Talk_UNCC2017","lubridate"
"1174","kbroman","Talk_UNCC2017","qtl2"
"1175","kevinushey","packeteer","digest"
"1176","kevinushey","packeteer","reshape2"
"1177","kevinushey","packeteer","Rcpp"
"1178","kevinushey","rosalind","""Kmisc"""
"1179","kevinushey","rosalind"," RCurl "
"1180","kevinushey","rosalind","""ape"""
"1181","kevinushey","rosalind"," Biostrings "
"1182","kevinushey","shinyPackageDownloads","Kmisc"
"1183","kevinushey","shinyPackageDownloads","data.table"
"1184","kevinushey","shinyPackageDownloads","ggplot2"
"1185","kevinushey","shinyPackageDownloads","xtable"
"1186","kevinushey","shinyPackageDownloads","gridExtra"
"1187","kevinushey","testgit","nycflights13"
"1188","krlmlr","drake-sib-zurich","dplyr"
"1189","krlmlr","drake-sib-zurich","drake"
"1190","krlmlr","drake-sib-zurich","cooking"
"1191","ledell","h2oEnsemble-benchmarks","h2oEnsemble"
"1192","leeper","dual-axis","""shiny"""
"1193","leeper","interaction-plot","""shiny"""
"1194","leeper","interaction-plot","""shinyjs"""
"1195","leeper","make-example","""stargazer"""
"1196","maelle","atope","""rtweet"""
"1197","maelle","atope","""readr"""
"1198","maelle","atope","""dplyr"""
"1199","maelle","atope","""monkeylearn"""
"1200","maelle","cooldissviz","""ggplot2"""
"1201","maelle","cooldissviz","""dplyr"""
"1202","maelle","cooldissviz","""emojifont"""
"1203","maelle","cooldissviz","""gganimate"""
"1204","maelle","cooldissviz","""lubridate"""
"1205","maelle","cpcb","'RSelenium'"
"1206","maelle","cpcb","""tidyr"""
