"","ile","czestosc"
"listAttributes",2,0.01
"listDatasets",2,0.01
"listMarts",2,0.01
"locfunc",2,0.01
"lockEnvironment",2,0.01
"loess.control",2,0.01
"loessFit",2,0.01
"maDotsMatch",2,0.01
"maGnames",2,0.01
"maInfo",2,0.01
"makeBrush",2,0.01
"makeExampleDESeqDataSet",2,0.01
"maM",2,0.01
"map",2,0.01
"mappedkeys",2,0.01
"mapSeqlevels",2,0.01
"maRb",2,0.01
"maRf",2,0.01
"martBM",2,0.01
"martDataset",2,0.01
"match.fun",2,0.01
"matches",2,0.01
"math_format",2,0.01
"mcmapply",2,0.01
"methReads",2,0.01
"mixedorder",2,0.01
"model2sif",2,0.01
"n2mfrow",2,0.01
"nbinomTestForMatrices",2,0.01
"nbinomWaldTest",2,0.01
"nearest",2,0.01
"newCountDataSet",2,0.01
"nlminb",2,0.01
"nodeRenderInfo",2,0.01
"normalize.quantiles.use.target",2,0.01
"normalizeBetweenArrays",2,0.01
"normalizeQuantiles",2,0.01
"norMix",2,0.01
"ns",2,0.01
"numEdges",2,0.01
"object.size",2,0.01
"ocLapply",2,0.01
"ocSamples",2,0.01
"offset",2,0.01
"ontology",2,0.01
"openPage",2,0.01
"optimise",2,0.01
"p",2,0.01
"panel.grid",2,0.01
"panel.xyplot",2,0.01
"parameters",2,0.01
"params",2,0.01
"parApply",2,0.01
"parent.env",2,0.01
"parLapply",2,0.01
"PartitioningByWidth",2,0.01
"pathview",2,0.01
"pca",2,0.01
"PCA",2,0.01
"PDict",2,0.01
"plot_grid",2,0.01
"plot_pca",2,0.01
"plotDensity.AffyBatch",2,0.01
"plotHeatmap",2,0.01
"plotHistogram",2,0.01
"plotIdeogram",2,0.01
"plotlyOutput",2,0.01
"plotMA",2,0.01
"plotSmoothed",2,0.01
"pmcorrect.methods",2,0.01
"pointsGrob",2,0.01
"poisson",2,0.01
"position_jitterdodge",2,0.01
"ppoints",2,0.01
"prefix",2,0.01
"prepare",2,0.01
"preplot",2,0.01
"preprocess",2,0.01
"progress",2,0.01
"providerVersion",2,0.01
"pubMedIds",2,0.01
"punion",2,0.01
"purl",2,0.01
"pzinbinom",2,0.01
"qc.get.alpha1",2,0.01
"qgamma",2,0.01
"qnbinom",2,0.01
"qnorMix",2,0.01
"qqplot",2,0.01
"qr.Q",2,0.01
"qr.R",2,0.01
"quality",2,0.01
"quantileNormalize",2,0.01
"qwidth",2,0.01
"R.home",2,0.01
"R2cum",2,0.01
"radioButtons",2,0.01
"rbind2",2,0.01
"rchisq",2,0.01
"read_tsv",2,0.01
"ReadAffy",2,0.01
"readFastq",2,0.01
"readGAlignmentPairs",2,0.01
"readHeader",2,0.01
"readUTF8",2,0.01
"Recall",2,0.01
"registerDoSEQ",2,0.01
"rel",2,0.01
"relevel",2,0.01
"removeNAs",2,0.01
"removeSelfLoops",2,0.01
"render",2,0.01
"renderGraph",2,0.01
"renderImage",2,0.01
"renderPlotly",2,0.01
"renderTable",2,0.01
"rep_len",2,0.01
"residuals",2,0.01
"resultsNames",2,0.01
"revalue",2,0.01
"revComp",2,0.01
"reverseSplit",2,0.01
"rexp",2,0.01
"rf",2,0.01
"rgb2hsv",2,0.01
"Rkeys",2,0.01
"RleList",2,0.01
"rlog",2,0.01
"rmvnorm",2,0.01
"RNAStringSet",2,0.01
"roll_mean",2,0.01
"roll_sum",2,0.01
"rowMax",2,0.01
"rs",2,0.01
"rt",2,0.01
"sample.int",2,0.01
"samples",2,0.01
"SamSPECTRAL",2,0.01
"saveHTML",2,0.01
"savePlot",2,0.01
"scale_alpha",2,0.01
"scale_color_hue",2,0.01
"scale_fill_hue",2,0.01
"scale_size",2,0.01
"seed",2,0.01
"seekViewport",2,0.01
"segBy",2,0.01
"segMean",2,0.01
"segmented",2,0.01
"selectizeInput",2,0.01
"selectMethod",2,0.01
"send",2,0.01
"sequenceLayer",2,0.01
"set_colnames",2,0.01
"set_dim",2,0.01
"set_dimnames",2,0.01
"setEPS",2,0.01
"setorderv",2,0.01
"setQCEnvironment",2,0.01
"setValidity2",2,0.01
"sfRemoveAll",2,0.01
"shell.exec",2,0.01
"shiftApply",2,0.01
"shortPathName",2,0.01
"showConnections",2,0.01
"shrink",2,0.01
"SingleCellExperiment",2,0.01
"sortByChromNLoc",2,0.01
"species",2,0.01
"spikeInProbes",2,0.01
"splf",2,0.01
"split.data.frame",2,0.01
"splitIndicesByNode",2,0.01
"sread",2,0.01
"stackStrings",2,0.01
"startTimedMessage",2,0.01
"stat_smooth",2,0.01
"status_code",2,0.01
"stepfun",2,0.01
"stopTimedMessage",2,0.01
"str_extract",2,0.01
"str_split",2,0.01
"str_split_fixed",2,0.01
"stringdist",2,0.01
"subject",2,0.01
"Surv",2,0.01
"sva",2,0.01
"svg",2,0.01
"symbol",2,0.01
"Sys.getpid",2,0.01
"Sys.setenv",2,0.01
"tableOutput",2,0.01
"tan",2,0.01
"targets",2,0.01
"tclvalue",2,0.01
"Term",2,0.01
"terms.formula",2,0.01
"textarea",2,0.01
"textxy",2,0.01
"theme_dose",2,0.01
"threshold",2,0.01
"throw",2,0.01
"tile",2,0.01
"tileGenome",2,0.01
"tkadd",2,0.01
"tkbind",2,0.01
"tkconfigure",2,0.01
"tkdelete",2,0.01
"tkentry",2,0.01
"tkfocus",2,0.01
"tkget",2,0.01
"tkgrab.release",2,0.01
"tkgrid.configure",2,0.01
"tkmenu",2,0.01
"tkmessageBox",2,0.01
"tkrplot",2,0.01
"tkselection.set",2,0.01
"tktext",2,0.01
"tkwidget",2,0.01
"tkxview",2,0.01
"tmp",2,0.01
"togroup",2,0.01
"toLatex",2,0.01
"topics",2,0.01
"totalReads",2,0.01
"trans_format",2,0.01
"transform",2,0.01
"trigamma",2,0.01
"trimmed.variance",2,0.01
"type",2,0.01
"ugraph",2,0.01
"unlist_as_integer",2,0.01
"unlist2",2,0.01
"unloadNamespace",2,0.01
"unsplit",2,0.01
"untangle.specials",2,0.01
"unz",2,0.01
"upDate.express.summary.stat.methods",2,0.01
"updateSelectInput",2,0.01
"updateSelectizeInput",2,0.01
"updateTabsetPanel",2,0.01
"useDataset",2,0.01
"validation",2,0.01
"varianceStabilizingTransformation",2,0.01
"vcount",2,0.01
"Vectorize",2,0.01
"viewApply",2,0.01
"viewMeans",2,0.01
"viewSums",2,0.01
"viridis",2,0.01
"voomWithQualityWeights",2,0.01
"vplayout",2,0.01
"vst",2,0.01
"windows",2,0.01
"winMenuAdd",2,0.01
"winMenuAddItem",2,0.01
"withProgress",2,0.01
"write.fasta",2,0.01
"writeDot",2,0.01
"writeNetworkW",2,0.01
"writeUTF8",2,0.01
"WriteXLS",2,0.01
"wtd.quantile",2,0.01
"x11",2,0.01
"X11",2,0.01
"xcmsRaw",2,0.01
"xmlChildren",2,0.01
"xmlElementsByTagName",2,0.01
"xmlNode",2,0.01
"xmlSize",2,0.01
"xpathSApply",2,0.01
"xy.coords",2,0.01
"yaml.load",2,0.01
".",1,0
".activeChrs",1,0
".activityByAids",1,0
".activityByCids",1,0
".advanced_argument",1,0
".affyArrayOutliers",1,0
".aflvalue",1,0
".aiRegionDirectionFromMaternalPhaseMapBiasAndIndex",1,0
".allCategories",1,0
".allCids",1,0
".allTargets",1,0
".alphafun",1,0
".annFUN.gene2Nodes",1,0
".apply.nbc",1,0
".assaysByAids",1,0
".assignBins",1,0
".bcSeq_edit",1,0
".bcSeq_edit_DNAString",1,0
".bcSeq_hamming",1,0
".bcSeq_hamming_DNAString",1,0
".binary_op",1,0
".binning",1,0
".binReads",1,0
".BrowserViz",1,0
".BrowserVizDemo",1,0
".buildAnnotateOpts",1,0
".buildBiobaseOpts",1,0
".buildDirectories",1,0
".buildGraph.topology",1,0
".cache.retrieve",1,0
".cache.store",1,0
".calcRSS",1,0
".calcRSSRle",1,0
".calculateMA",1,0
".Call2",1,0
".changeAnnotation",1,0
".changepoints.sdundo2",1,0
".changepoints2",1,0
".check_metric",1,0
".check_scores",1,0
".checkClusterLabels",1,0
".checkClusterTypes",1,0
".checkEigenfeatureAxes",1,0
".checkPrefix",1,0
".cidsByTarget",1,0
".cleavageRanges",1,0
".clust2Vect",1,0
".cmp.similarity",1,0
".code_falsification",1,0
".coerceFragments",1,0
".collateExt",1,0
".colourMapping",1,0
".combine_op",1,0
".comp.sel.pairs",1,0
".computeMembershipHigh",1,0
".computeMembershipLow",1,0
".computeMembershipMedium",1,0
".computeTheta",1,0
".concat",1,0
".condenseTargetsConditions",1,0
".countsInNode",1,0
".CoverageBigWigFile",1,0
".cpp_getCompensation",1,0
".createBins",1,0
".cv_dmngroup",1,0
".cycleLengthDist",1,0
".Data",1,0
".dbEscapeString",1,0
".dbUniqueVals.SQLresultname",1,0
".decideStrand",1,0
".deltaFromFractionMatrixAndMapBias",1,0
".dendrogram2newick",1,0
".dir.create.rec",1,0
".dist1",1,0
".dist2mid",1,0
".distance",1,0
".doTest",1,0
".doTrain",1,0
".drawSamples",1,0
".EBWishsingle",1,0
".ensureOB",1,0
".epsilon",1,0
".error_worker_comm",1,0
".escSpecialChars",1,0
".execute_delayed_ops",1,0
".explain",1,0
".explodeCigarOpCombs",1,0
".extendSE",1,0
".extract_single_sdf",1,0
".extractCountColumns",1,0
".extractDataColumns",1,0
".factor_to_vector",1,0
".fieldToClass",1,0
".findSwapped",1,0
".fisherTest",1,0
".forceHom",1,0
".formatColData",1,0
".formatOnOffMarkers",1,0
".formatOnOffScores",1,0
".Fortran",1,0
".fuzzyDiscretization",1,0
".fuzzyPatterns",1,0
".get.all.pairs.genes",1,0
".get_GRanges_by_id_from_XtraSNPlocs",1,0
".get_GRanges_by_seqname_from_XtraSNPlocs",1,0
".get_leaves_width",1,0
".get_snpcount_from_blocksizes",1,0
".getBrowser",1,0
".getCelHeaderV4",1,0
".getCelHeaderVersion",1,0
".getCentromere",1,0
".getExpFactors",1,0
".getLongestDMRs",1,0
".getMainColours",1,0
".getOnOffMarkersByGroup",1,0
".getOrgPkg",1,0
".getPairedEnd",1,0
".getSingleEnd",1,0
".getSNPSamples",1,0
".getTableName",1,0
".getters",1,0
".gff.to.GRanges",1,0
".gradients",1,0
".greedyGeneDriverSelection",1,0
".gridM",1,0
".gridM0",1,0
".gridMGC",1,0
".gridMGC0",1,0
".guessSex",1,0
".hasSlot",1,0
".haveOB",1,0
".headTail",1,0
".httr_download",1,0
".httr_get_cache_info",1,0
".idxOk",1,0
".info",1,0
".inheritGrowth",1,0
".initBackgroundCorrect",1,0
".initBigMatrix",1,0
".initContents",1,0
".initExpression",1,0
".initial",1,0
".initialDensity",1,0
".initialNumCells",1,0
".initNormalize",1,0
".initPmCorrect",1,0
".insbr",1,0
".installScript",1,0
".interpret_atom",1,0
".is.file.backed.desc",1,0
".is.occupancyProfileParameters",1,0
".is.wholenumber",1,0
".is_bamfile_valid",1,0
".is_bedgraphfile_valid",1,0
".is_edb_valid",1,0
".is_fusion_valid",1,0
".is_simple_seed",1,0
".isDNaseC",1,0
".isScriptInstalled",1,0
".isSingleString",1,0
".isValidVersion",1,0
".jcall",1,0
".joinDMRs",1,0
".jump",1,0
".L2Rchain.toString",1,0
".lapply",1,0
".legacyCols",1,0
".legacySelect",1,0
".libPaths",1,0
".listDeprecatedKeytypes",1,0
".load.and.parse",1,0
".load.file.backed.desc",1,0
".loadChunk",1,0
".loadLibs",1,0
".localLowess",1,0
".log",1,0
".log_appender",1,0
".log_internal",1,0
".log_load",1,0
".lumiArrayOutliers",1,0
".make0rowDataFrame",1,0
".makeCANINECHIP_DB",1,0
".makeCHICKENCHIP_DB",1,0
".makeECOLICHIP_DB",1,0
".makeFLYCHIP_DB",1,0
".makeHUMANCHIP_DB",1,0
".makeMetaASEsetDataFrameForRegionSummary",1,0
".makeMOUSECHIP_DB",1,0
".makePIGCHIP_DB",1,0
".makepretty",1,0
".makeRATCHIP_DB",1,0
".makeRegionGRangesFromASEsetWithRegionIndex",1,0
".makeRHESUSCHIP_DB",1,0
".makeSegments",1,0
".makeSQL",1,0
".makeSQLchunks",1,0
".makeTransparent",1,0
".makeWORMCHIP_DB",1,0
".makeXENOPUSCHIP_DB",1,0
".makeYEASTCHIP_DB",1,0
".makeZEBRAFISHCHIP_DB",1,0
".mangleDBName",1,0
".maternalPhaseMapBias",1,0
".mergeDMRsIteratively",1,0
".message",1,0
".methodFormals",1,0
".movePointsSoMeanLineGoesThroughOrigo2D",1,0
".movingSum",1,0
".named_cache_path",1,0
".ndiag",1,0
".neighborGraph",1,0
".netAffxAnnotFile",1,0
".netAffxAnnotListFile",1,0
".NetAffxResource_descriptions",1,0
".netAffxUrl",1,0
".nG",1,0
".nonpaFit",1,0
".noOverlap",1,0
".normarg_columns",1,0
".noSchemaCols",1,0
".noSchemaSelect",1,0
".not_op",1,0
".nucFreq",1,0
".one.vs.all.tsp",1,0
".oneWayTest",1,0
".outputIncrement",1,0
".parenthesis_op",1,0
".pareto.fit.threshold",1,0
".parseDirInfo",1,0
".path.package",1,0
".Pcp2DPlotStep5",1,0
".Pcp2DPlotStep6",1,0
".plotBind",1,0
".plotGeneMF",1,0
".plotMA",1,0
".plotNumberOL",1,0
".plotPcp2D",1,0
".POSIXct",1,0
".possibleDates",1,0
".pprintf0",1,0
".pprintf1",1,0
".prepare_2Darray_sample",1,0
".pretty.size",1,0
".print_1Darray_data",1,0
".print_2D_slices",1,0
".print_2Darray_data",1,0
".print_array_data",1,0
".print_nDarray_data",1,0
".printHead",1,0
".progress_bar",1,0
".projectMultidimensionalPointsOnMultidimensionalLine",1,0
".protocol",1,0
".randSeed",1,0
".read.one.sdf",1,0
".readAnnotation",1,0
".readBedList",1,0
".readCghRaw",1,0
".readFASTA",1,0
".readNetAffxXml",1,0
".readRmap",1,0
".readXmlAsClass",1,0
".recur.merge.backbone",1,0
".recur.ordered.branch.table",1,0
".recur.ordered.branches",1,0
".recur.shorten.backbone",1,0
".recur.tree.layout",1,0
".reduce_array_dimensions",1,0
".reduceMultDimToOneDimAlongTheLine",1,0
".regionStatisticsFromMatrixAndIndex",1,0
".regressionVectorFromGroupMeans",1,0
".regulationEvidence",1,0
".regulatorCooperativityEvidence",1,0
".removeDuplicatedEntrezPerPatients",1,0
".reorganize_cells",1,0
".replaceValues",1,0
".reposInstall",1,0
".residRle",1,0
".resortColumns",1,0
".resource_column",1,0
".resource_columns",1,0
".resource_table",1,0
".restrictDateByVersion",1,0
".retrieveNetAffx",1,0
".reverseTranslateTargetId",1,0
".revsequence",1,0
".rmultinom",1,0
".rRepos",1,0
".rsplit_2Darray_data",1,0
".runCGHcall",1,0
".runTime",1,0
".rxPos",1,0
".scoreTest",1,0
".screenedAtLeast",1,0
".select",1,0
".select.mod",1,0
".selectRegionAndTransferIndexToASEset",1,0
".selectTags",1,0
".selThresh",1,0
".sequence",1,0
".session",1,0
".setAffyOptions",1,0
".setCAMERAOptions",1,0
".setColors",1,0
".setDefaultRepositories",1,0
".setdiff.data.frame",1,0
".setKeytype",1,0
".setupWebSocketHandlers",1,0
".setValuesHigh",1,0
".setValuesLow",1,0
".setValuesMedium",1,0
".show",1,0
".show1",1,0
".showClassifiedPoints",1,0
".showData",1,0
".showMlp",1,0
".showPcp",1,0
".showPermutationResults",1,0
".simplifyCols",1,0
".simultaneousBrent",1,0
".singlecn.mops",1,0
".skipOddValues",1,0
".sliceArray",1,0
".some",1,0
".sortvector",1,0
".sourcesByAids",1,0
".specialPaste",1,0
".split_1Darray_names",1,0
".split_2Darray_data",1,0
".split_colnames",1,0
".split_rownames",1,0
".splitByChr",1,0
".splitCHiC",1,0
".splitClusters",1,0
".splitIndices",1,0
".splitValues",1,0
".sql_get_fpath",1,0
".sql_get_rpath",1,0
".sql_get_rtype",1,0
".sql_set_etag",1,0
".sql_set_expires",1,0
".sql_set_last_modified",1,0
".sql_set_rpath",1,0
".sql_set_rtype",1,0
".sql_set_time",1,0
".stabiliseVariance",1,0
".starImport",1,0
".startDaemonizedServerOnFirstAvailableLocalHostPort",1,0
".step1",1,0
".step2",1,0
".step3",1,0
".step4",1,0
".step5",1,0
".step6",1,0
".stop",1,0
".stopIfNotDataFrame",1,0
".stopIfNotExpressionSet",1,0
".stopIfNotNumeric0to1",1,0
".subsetCallsByGroup",1,0
".subsethub",1,0
".swapBranches",1,0
".Sys.which2",1,0
".targetsByAids",1,0
".targetsByCid",1,0
".taxonomyId",1,0
".td",1,0
".tdind",1,0
".test",1,0
".testForValidCols",1,0
".testForValidKeys",1,0
".thfImport",1,0
".timeIncrement",1,0
".title_data.frame",1,0
".to_DataFrame",1,0
".toSQLStringSet",1,0
".toSQLWhere",1,0
".transform.polygonGate",1,0
".transform.quadGate",1,0
".transform.rectangleGate",1,0
".transformAccession",1,0
".transformPlot",1,0
".transformSparseMatrix",1,0
".trimClusters",1,0
".TTquantileWeights",1,0
".twoWayTest",1,0
".TypeIntoIndices",1,0
".uniqueEvidenceDataFrameByPvalue",1,0
".uniquifyAtomPairs",1,0
".unlist",1,0
".unlistGRangesListAndIndex",1,0
".unnameClusterSlots",1,0
".unwrapCelHeaderV4",1,0
".update",1,0
".updateBiocInstaller",1,0
".updateCurrentWorkflow",1,0
".updateFinish",1,0
".updateSettings",1,0
".util_ask",1,0
".util_download",1,0
".util_download_and_rename",1,0
".util_set_cache_info",1,0
".util_standardize_rtype",1,0
".util_unlink",1,0
".valid.Hub",1,0
".validateParams",1,0
".validWebSocketID",1,0
".verbatim",1,0
".Versions",1,0
".vote",1,0
".warnAboutManyToOneRelationships",1,0
".warning",1,0
".wrap",1,0
".wrapCelHeaderV4",1,0
".writeBED_BSData",1,0
".writeBED_BSDMCs",1,0
".writeBED_BSraw",1,0
".writeBED_BSrel",1,0
".writeIbd",1,0
".writeImzML",1,0
".XtraSNPlocs_check_user_supplied_columns",1,0
".XtraSNPlocs_get_DF_for_ids",1,0
".XtraSNPlocs_get_DF_for_seqnames",1,0
".XtraSNPlocs_get_physical_from_user_supplied_columns",1,0
".xvalue",1,0
".zscore",1,0
"`:=`",1,0
"a",1,0
"A_Pal",1,0
"aaf.handler",1,0
"aafTable",1,0
"aafTableAnn",1,0
"AAString",1,0
"ac",1,0
"accept_json",1,0
"accessionToUID",1,0
"acf",1,0
"actionLink",1,0
"adaptIntegrate",1,0
"add",1,0
"add.edges",1,0
"add.gdsn",1,0
"add_heatmap",1,0
"add_legend",1,0
"add_rejections",1,0
"add_tooltip",1,0
"add_trace",1,0
"addChrPosMeth",1,0
"addDNACopy",1,0
"addError",1,0
"addList",1,0
"addmargins",1,0
"addPackageVariables",1,0
"addPriorKnowledge",1,0
"addRegionID",1,0
"addResourcePath",1,0
"adj_dend",1,0
"adjust.pcor",1,0
"adjustcolor",1,0
"adjustSegments",1,0
"adjustTreeHeights",1,0
"affinity_matrix",1,0
"affxAnnotation",1,0
"affxCompression",1,0
"affxFile",1,0
"affxLicence",1,0
"affxType",1,0
"affxUrl",1,0
"affyCdfNames",1,0
"affylmGUI",1,0
"AffyRNAdeg",1,0
"aggregate.data.frame",1,0
"aggregateAndPreprocess",1,0
"aggregateFun",1,0
"agnes",1,0
"AgNode",1,0
"Ahat",1,0
"align_to_unip",1,0
"alignGenes",1,0
"AlignmentsTrack",1,0
"AlignProfiles",1,0
"all.features",1,0
"all.vars",1,0
"all_equal",1,0
"AllSitesAboveThreshold",1,0
"allTargets",1,0
"allWords",1,0
"alphafun",1,0
"altered",1,0
"alteredHigh",1,0
"alteredLow",1,0
"altPSI",1,0
"amplican_xlim",1,0
"amplicon_primers",1,0
"AmplProbMultipeSamples",1,0
"annFUN.org",1,0
"annmapDisconnect",1,0
"annmapGetParam",1,0
"annmapSetParam",1,0
"annotate_with_amplicon",1,0
"annotatedDataFrameFrom",1,0
"AnnotationFilterList",1,0
"annotationMatches",1,0
"annotationsFile",1,0
"anota2seqGetContrasts",1,0
"anota2seqGetOutput",1,0
"anota2seqGetOutputClass",1,0
"anota2seqPlotIGFit",1,0
"anota2seqPlotIntPvals",1,0
"anota2seqPlotSingleRegression",1,0
"anota2seqSetOutput",1,0
"anota2seqSetSelectedOutput",1,0
"anota2seqSlopeTest",1,0
"anotaDfbsSummaryFull",1,0
"anotaGetab",1,0
"anotaGetIntercepts",1,0
"anotaPerformQcWarnings1",1,0
"anotaPerformQcWarnings2",1,0
"anotaPerformRVM",1,0
"anotaPlotIGFit",1,0
"anotaPlotIntPvals",1,0
"anotaPlotSingleRegression",1,0
"anotaResidOutlierPlot",1,0
"anotaResidOutlierPlotAll",1,0
"anotaSlopeTest",1,0
"ansari.test",1,0
"anti_join",1,0
"anyMissingOrOutside",1,0
"aov",1,0
"ap",1,0
"aperm",1,0
"append.gdsn",1,0
"appendDatasetCreationToHDF5DumpLog",1,0
"appendYeastNCBISGD",1,0
"appendYeastOrphanMeta",1,0
"appendYeastPfam",1,0
"appendYeastProbes",1,0
"appendYeastRejectORF",1,0
"appendYeastSGD",1,0
"appendYeastSmart",1,0
"appendZfin",1,0
"apply.gdsn",1,0
"applyOptions",1,0
"applyTest",1,0
"apriori",1,0
"apset2descdb",1,0
"aqListGOIDs",1,0
"ar",1,0
"archive",1,0
"args",1,0
"arima.sim",1,0
"arms",1,0
"arrangeGrob",1,0
"arrayInd",1,0
"arrayType",1,0
"ARRm.regression",1,0
"arrow",1,0
"arw",1,0
"as.array",1,0
"as.BufferedMatrix",1,0
"as.call",1,0
"as.data.frame.matrix",1,0
"as.data.table",1,0
"as.dataTableList",1,0
"as.environment",1,0
"as.expression",1,0
"as.gmtlist",1,0
"as.matrix.network.adjacency",1,0
"as.matrix.network.edgelist",1,0
"as.raster",1,0
"as.simple_sparse_array",1,0
"as.single",1,0
"as.symbol",1,0
"as.undirected",1,0
"as.yaml",1,0
"as_id",1,0
"asBam",1,0
"asDataSource",1,0
"asff",1,0
"asin",1,0
"asinhtGml2",1,0
"asis_output",1,0
"asNetwork",1,0
"assayColorMap",1,0
"assayDataElementReplace",1,0
"assayDataSubsetElements",1,0
"assayDataValidMembers",1,0
"assayMatrix",1,0
"assayNames",1,0
"assaySetTargets",1,0
"assert",1,0
"assessLS",1,0
"assessMA2",1,0
"assessSpikeInSD",1,0
"assign.wrapper",1,0
"assignInNamespace",1,0
"assignRain",1,0
"assignSpecies",1,0
"assocAnalysis",1,0
"asub",1,0
"atan",1,0
"attach",1,0
"attach.resource",1,0
"attachDependencies",1,0
"AUCell_plotHist",1,0
"auswertung",1,0
"available.dbschemas",1,0
"avbg",1,0
"ave",1,0
"avgFunc",1,0
"away.from.knot",1,0
"b.similarity",1,0
"bacgroundCorrect",1,0
"backgroundCorrect",1,0
"backgroundData",1,0
"BackgroundReport",1,0
"bamFlag",1,0
"barchart",1,0
"basePlot",1,0
"basic4CPlot",1,0
"batchEffectPvalue",1,0
"batchqc_f.pvalue",1,0
"BayesKnockdown",1,0
"bc_ids",1,0
"bc_key",1,0
"bc3net",1,0
"bca",1,0
"bcaFDR",1,0
"bcrankScore",1,0
"bdiag",1,0
"BEclear",1,0
"BEclearParallel",1,0
"best.match",1,0
"beta.mom",1,0
"bfcadd",1,0
"bfccache",1,0
"bfccount",1,0
"bfcdownload",1,0
"bfcinfo",1,0
"bfcmeta",1,0
"bfcmetalist",1,0
"bfcmetaremove",1,0
"bfcneedsupdate",1,0
"bfcquerycols",1,0
"bfcremove",1,0
"bfcrid",1,0
"bfcrpath",1,0
"bfcsync",1,0
"bfcupdate",1,0
"bg.correct.BufferedMatrix",1,0
"bg.correct.gcrma",1,0
"bg.correct.mas",1,0
"bgzip",1,0
"bhc",1,0
"bias",1,0
"BIC",1,0
"bicluster",1,0
"BigMatrix",1,0
"bigWigFile",1,0
"BigWigFile",1,0
"bin.data",1,0
"bind_cols",1,0
"bindcount.chr",1,0
"binding",1,0
"bindingMotifsBiomart_ENSEMBL",1,0
"bindingTF_per_peak",1,0
"bindLocDens",1,0
"biocinstallRepos",1,0
"biocVersion",1,0
"biom_shape",1,0
"BiomartGeneRegionTrack",1,0
"bioNetCircosPlot",1,0
"biosign",1,0
"bipartite.projection",1,0
"biplot",1,0
"birewire.analysis.bipartite",1,0
"birewire.bipartite.from.incidence",1,0
"birewire.build.dsg",1,0
"birewire.rewire.bipartite",1,0
"birewire.rewire.dsg",1,0
"birewire.rewire.sparse",1,0
"birewire.rewire.sparse.bipartite",1,0
"birewire.rewire.undirected",1,0
"birewire.save.dsg",1,0
"birewire.similarity",1,0
"birewire.similarity.dsg",1,0
"biwt.cor",1,0
"blocksizes",1,0
"bmp",1,0
"bonett.test",1,0
"BonfCorr",1,0
"bowtie",1,0
"bowtie_build",1,0
"boxcox",1,0
"boxFluo",1,0
"boxplot.matrix",1,0
"bpbackend",1,0
"bpend",1,0
"bpisup",1,0
"bpiterate",1,0
"bplog",1,0
"bplogdir",1,0
"bploop",1,0
"bpnworkers",1,0
"bpok",1,0
"bpresultdir",1,0
"bpRNGseed",1,0
"bpschedule",1,0
"bpstop",1,0
"bpstopOnError",1,0
"bptasks",1,0
"bpthreshold",1,0
"bptimeout",1,0
"bquote",1,0
"bringToTop",1,0
"BrowserViz",1,0
"bs",1,0
"BSseq",1,0
"bsseq.bsGetGr",1,0
"bsseq.bsHighlightRegions",1,0
"buffer.dim",1,0
"BufferedMatrix.bg.correct.normalize.quantiles",1,0
"BufferedMatrix.read.probematrix",1,0
"build.stat",1,0
"build.track",1,0
"buildIM",1,0
"buildindex",1,0
"buildInducedGraph",1,0
"buildLevels",1,0
"bumOptim",1,0
"C",1,0
"C_assign_taxonomy",1,0
"C_assign_taxonomy2",1,0
"C_Pal",1,0
"C2",1,0
"c2s",1,0
"C3",1,0
"CA",1,0
"Cairo",1,0
"cal_cor",1,0
"calc_stats",1,0
"calcBlockFrame",1,0
"calcExp",1,0
"calcExternalPerformance",1,0
"calcMedians",1,0
"calcPositions",1,0
"calcPvals",1,0
"calcPvalues",1,0
"calcRules",1,0
"calcScore",1,0
"calcSummary",1,0
"calculate.A",1,0
"calculate.A.c",1,0
"calculate.A.r",1,0
"calculate_enrich_p_per_TF",1,0
"Calculate_Row_Weights",1,0
"calculateAverageMass",1,0
"calculateCytoband",1,0
"calculateIsotopicProbabilities",1,0
"calculateLimits",1,0
"calculateMassCoefList",1,0
"calculateMonoisotopicMass",1,0
"calculateNrPeaks",1,0
"calculatePeaks",1,0
"calculateRBaf",1,0
"calculateRBafCNSet",1,0
"calculateRTheta",1,0
"calcVLMMBias",1,0
"callBindingSites",1,0
"callParameterwithoutReplicates",1,0
"calstat",1,0
"camelTest",1,0
"canCoerce",1,0
"cancor",1,0
"canonicalNumbering_OB",1,0
"capabilities",1,0
"capitalize",1,0
"cast",1,0
"cat_v",1,0
"categories",1,0
"catln",1,0
"caughtOurError2",1,0
"caughtUserError2",1,0
"CB",1,0
"ccrepe.calculations",1,0
"ccrepe_process_one_dataset",1,0
"ccrepe_process_two_datasets",1,0
"ccRun",1,0
"CDF",1,0
"cdfplot",1,0
"cellData",1,0
"cellHTSlistVerification",1,0
"cellIntensities",1,0
"centroided",1,0
"cgApply",1,0
"change_ancestry",1,0
"changepoints",1,0
"changepoints.prune",1,0
"channelExistsIntegrityWithLogicalVectorList",1,0
"CharacterList",1,0
"check.cdf.type",1,0
"check.file.list",1,0
"check.files",1,0
"check.format",1,0
"check.function.return.length",1,0
"check.include.snps",1,0
"check.pheno.list",1,0
"check.snp.list",1,0
"check.subject.list",1,0
"check.subsetData.list",1,0
"check.vec",1,0
"check.vec.char",1,0
"check.vec.num",1,0
"check.Wj",1,0
"check_data_values",1,0
"check_meta",1,0
"checkAlpha",1,0
"checkClass",1,0
"checkClonalPrev",1,0
"checkCloneColours",1,0
"checkControls",1,0
"checkDir",1,0
"checkForSep",1,0
"checkGtypePositioning",1,0
"checkInputs",1,0
